sha	iso	subject	src	tests	tools	ci	docs	plans	frag	claudemd	changelog	files
4b0ee988febd	2026-08-03T22:43:29+02:00	status-header gate: docs/STATUS.md line 3 must name pinakes.__version__	0	108	102	34	4	0	8	0	0	7
45afd80b733c	2026-08-03T22:39:39+02:00	plans/corpus-probe-run.md: the second measurement, and the seam it could leak through	0	0	0	0	1	104	0	0	0	4
6fc53234fd73	2026-08-03T22:32:37+02:00	RELEASING: grep for claims the release just falsified; fragment for the sweep	0	0	0	0	8	0	8	0	0	2
4f8dc892bcfe	2026-08-03T22:29:02+02:00	"Stale sweep: one failure class, seven instances — ""unreleased"" outlived the release"	0	0	0	0	27	7	0	0	0	6
eaf5bcb5f820	2026-08-03T22:24:52+02:00	STATUS's header said 0.4.1 for four releases — fixed, and gated as an item	0	0	0	0	3	43	0	0	0	3
5bef91fa7fa1	2026-08-03T22:21:29+02:00	Plan: the open-corrections list is empty, and the corpus is all that remains	0	0	0	0	0	103	0	0	0	2
d56bb3542ebd	2026-08-01T13:47:11+02:00	Post-publish sweep: 0.7.1 is on PyPI, verified against the index	0	0	0	0	6	0	0	0	0	1
85ca73305309	2026-08-01T13:44:13+02:00	Release 0.7.1 — the source walk stays inside the KB	2	0	0	0	134	0	143	0	37	7
edfb94d68288	2026-08-01T13:37:57+02:00	Second review pass, and the two tooling corrections	11	44	7	0	0	0	28	0	0	6
a6caaf766bd9	2026-08-01T13:32:53+02:00	Source-walk review: three mutation survivors, two of them defects	20	77	0	0	0	0	33	0	0	3
1a053b09a0cd	2026-08-01T13:28:46+02:00	Source-walk containment: `[sources] include` stays inside the KB	203	258	0	0	0	0	82	0	0	6
f3591b5ee43c	2026-08-01T13:23:15+02:00	Plan: the graph release is blocked, and the corpus is the critical path	0	0	0	0	22	181	0	0	0	5
363736112623	2026-08-01T12:44:37+02:00	Post-publish sweep: 0.7.0 is on PyPI, verified against the index	0	0	0	0	11	0	0	0	0	1
d928390c9b55	2026-08-01T12:42:23+02:00	Release 0.7.0 — the evaluation grew, and the graph release's gate did not open	2	0	0	0	81	0	109	0	48	7
a635ffdf9d45	2026-08-01T12:36:02+02:00	PROPOSAL fix: G1 and G4 shipped in 0.6.0, so this cut is G2 alone	0	0	0	0	2	0	0	0	0	1
a81149665c40	2026-08-01T12:24:05+02:00	PROPOSAL (planner-owned docs): G2's measurement and what it closes	0	0	0	0	125	39	0	0	0	3
73737ba1447c	2026-08-01T12:19:52+02:00	G2 review: three findings, two of them behaviour	37	29	0	0	2	0	18	0	0	5
9595370e0f17	2026-08-01T12:15:56+02:00	G2: per-question outcomes, the grown golden set, and the measurement it exists for	407	1216	655	0	15	0	91	0	0	13
99e5de44bf87	2026-08-01T11:41:59+02:00	G2: a briefing block — what the agent should actually look for	0	0	0	0	0	40	0	0	0	1
220b6786d77b	2026-08-01T11:36:26+02:00	Fix a NUL byte in open-corrections.md, and gate against the class	0	0	0	0	0	0	0	0	0	1
31cc65e3d2fb	2026-08-01T11:33:00+02:00	Close out open-corrections; the plan's header says what is actually built	0	0	0	0	0	6	0	0	0	1
e6193b545940	2026-08-01T11:24:35+02:00	Post-publish sweep: 0.6.0 is on PyPI	0	0	0	0	6	0	0	0	0	1
5920f41fb457	2026-08-01T11:00:51+02:00	Release prep: two false claims, a duplicate CHANGELOG heading, two records	0	0	0	0	19	36	0	0	9	4
563d82b3510c	2026-08-01T10:57:52+02:00	Plan: sync to a finished links release; G2 is the only next step	0	0	0	0	0	390	0	0	0	1
68ca96b7b405	2026-08-01T10:53:56+02:00	Release 0.6.0 — the links release, final cut	2	0	0	0	621	0	693	1	100	16
4bfa0a9bcb4a	2026-08-01T07:49:58+02:00	Plan: a real corpus (RFCs, public) and a private dogfooding KB	0	0	0	0	1	124	0	0	0	3
a36d65fd08e7	2026-08-01T05:41:36+02:00	L8 verification: an unsynced KB did not say the link checks could not run	12	14	0	0	1	0	4	0	0	4
2975695263d9	2026-08-01T05:34:41+02:00	Fix: the last two fixtures that asked the OS for an error instead of raising one	0	48	0	0	0	0	12	0	0	3
2506f91f22bc	2026-08-01T05:28:55+02:00	Fix: inject the permission failure instead of arranging for one	0	121	0	0	0	0	23	0	0	4
e69ad65b1527	2026-08-01T05:21:46+02:00	Fix: four permission fixtures could not be built on CI, and `main` went red for two merges	0	58	0	0	0	0	35	0	0	6
e54ae8ffe66c	2026-08-01T05:14:37+02:00	L7 review 2 — no behavioural defect; four guards pinned, three of them new	13	50	0	0	1	0	20	0	0	4
d4a803656031	2026-08-01T04:58:01+02:00	L7 review — the cross-KB check broke the rule stated in the module it imports from	106	231	0	0	8	0	65	0	0	4
efefae2a896b	2026-08-01T04:39:34+02:00	L7 — `pnk doctor`: link coverage as a ratio, and cross-KB targets resolved	183	232	0	0	13	0	12	0	0	4
d9217e8814ba	2026-08-01T04:32:49+02:00	Incorporate L6's six-document proposal	0	0	0	0	159	0	0	0	0	5
f5ea8ff25dd0	2026-08-01T02:11:30+02:00	CLAUDE.md: 253 -> 217, and docs/RELEASING.md holds the procedure	0	0	0	0	62	0	0	167	0	3
8ee27a136745	2026-08-01T01:52:39+02:00	VERIFICATION.md: give the links release its own sections	0	0	0	0	16	0	0	0	0	1
0992c4c39bee	2026-08-01T01:49:37+02:00	Sync the plan to what is built; index plans/ in the routing table	0	0	0	0	10	63	0	0	0	2
dd90c390ed03	2026-08-01T01:42:43+02:00	L6 review 16 — no behavioural defect; a wrong comment, a wrong claim, and named gaps	8	24	0	0	1	0	25	0	0	4
19f9de2885cf	2026-08-01T01:41:28+02:00	Incorporate the G1 and G4 doc proposals, reconciled	0	0	0	0	99	0	0	0	0	6
e6e205160254	2026-08-01T01:36:59+02:00	G4 review — a 5000-digit version crashed every command	104	117	0	0	73	0	2	0	0	9
a2498624fd9a	2026-08-01T01:36:59+02:00	G4 — `[kb] requires_pinakes`, read before the strict validator	112	187	0	0	78	0	9	0	0	9
afdfffce57c5	2026-08-01T01:33:21+02:00	L6 — hand the six planner-owned documents back, as proposals	0	0	0	0	159	0	0	10	0	6
8b5e314332c6	2026-08-01T01:32:35+02:00	G1 — hand docs/STATUS.md back to the planner, as a proposal	0	0	0	0	40	0	0	0	0	2
e98ff64fe89f	2026-08-01T01:30:57+02:00	G1 review — a gate that advertised a field it had retired	0	20	56	0	6	0	51	0	0	5
ed16194064e9	2026-08-01T01:30:44+02:00	G1 — the eval was reproducible by luck, and the luck was invisible	43	454	325	101	51	0	63	0	0	11
2cae8ca5c4e5	2026-08-01T01:27:54+02:00	Incorporate the G-track's correction to the two-tracks contract	0	0	0	0	0	12	0	5	0	2
87ebabba1eb2	2026-08-01T01:26:09+02:00	Documentation has one owner: the planner	0	0	0	0	0	0	0	20	0	1
7a90278b6399	2026-08-01T01:22:13+02:00	"L6 review 15 — the ""one bad entry"" fix was incomplete one line either side of itself"	43	68	0	0	4	0	35	0	0	4
53ea6cda3ecd	2026-08-01T01:22:13+02:00	source-walk-containment: resync to L6 review 14 — `**` out of the probe	0	0	0	0	0	12	0	0	0	1
f90cab5c2691	2026-08-01T01:13:04+02:00	RETROSPECTIVES: a way in, and two increments that had no heading	0	0	0	0	32	0	0	0	0	1
4e1e955f2d90	2026-08-01T01:09:55+02:00	DESIGN.md: it is not bloated, it is drifted	0	0	0	0	29	0	0	0	0	1
425d10660f73	2026-08-01T01:04:02+02:00	L6 review 14 — `**` matches zero components, and two guards had gone dead	51	88	0	0	3	0	31	0	0	4
ae49058feae8	2026-08-01T01:02:31+02:00	Slim links-and-graph.md: 26,884 -> 13,260 words	0	0	0	0	0	1021	0	6	0	3
8a2a9018a6ad	2026-08-01T01:00:11+02:00	source-walk-containment: rewritten to L6 review 13's spelling	0	0	0	0	0	89	0	0	0	1
3fda636a33f5	2026-08-01T00:31:27+02:00	L6 review 13 — one containment rule, four spellings, three of them wrong	88	79	0	0	3	0	92	0	0	4
fdbeda206a2d	2026-08-01T00:24:03+02:00	The two-tracks contract: G1/G2/G4 alongside L6/L7/L8	0	0	0	0	0	37	0	0	0	1
00c01aa38b1d	2026-08-01T00:17:47+02:00	G1–G6 readiness audit — two defects, first pass since they were written	0	0	0	0	0	26	0	0	0	1
2fddc5efa182	2026-08-01T00:12:33+02:00	L6 review 12 — the escape refusal refused a legitimate manifest too	36	101	0	0	2	0	57	0	0	4
168571a2c5d6	2026-08-01T00:04:28+02:00	L7 readiness audit against the L6 tip — three gaps closed	0	0	0	0	0	37	0	0	0	1
5a28eb7cba94	2026-07-31T21:31:16+02:00	L6 review 11 — the escape refusal refused the results without bounding the walk	84	122	0	0	4	0	16	0	0	4
a00007266caf	2026-07-31T21:28:17+02:00	Plan: the local source walk escapes the KB — its own increment	0	0	0	0	0	152	0	0	0	3
2fd4acedec80	2026-07-31T21:11:42+02:00	L6 review 10 — a containment rule argued in prose, implemented for half its inputs	37	83	0	0	2	0	57	0	0	4
dbebd8b58fd3	2026-07-31T20:50:47+02:00	L6 review 9b — a severity claimed rather than measured, and a docstring's own defect	12	55	0	0	1	0	46	0	0	4
72656ae903f4	2026-07-31T20:45:05+02:00	L7 after L6 reviews 8/8b/9; open-corrections item 9 closed	0	0	0	0	0	33	0	0	0	2
38e3a375a4fd	2026-07-31T20:35:54+02:00	L6 review 9 — the new reason stuttered the path it was already given	12	11	0	0	0	0	0	0	0	2
cdee8d882af7	2026-07-31T17:38:25+02:00	L6 review 8b — the freshness test asserted something the branch did not decide	0	9	0	0	2	0	8	0	0	3
9c8f66734c08	2026-07-31T17:36:11+02:00	L6 review 8 — round 7's fix was worse than the defect it closed	135	112	0	0	4	0	56	0	0	6
7688e3948242	2026-07-31T17:31:59+02:00	open-corrections item 9: L6 review 7's freshness test misses its branch	0	0	0	0	0	45	0	0	0	1
95573893a188	2026-07-31T17:21:15+02:00	Plan: L7 and L8 after an adversarial pass — 5 HIGH, four in L7	0	0	0	0	0	169	0	0	0	2
1d4de4e56bff	2026-07-31T17:16:19+02:00	L6 review 7 — the class closed at the source, not at the sixth call site	128	61	0	0	3	0	145	0	0	6
b54940be4b83	2026-07-31T16:01:49+02:00	L6 review 6 — the fallback named a directory that had nothing to do with the failure	29	14	0	0	0	0	0	0	0	5
7b3f0a34e3df	2026-07-31T15:47:52+02:00	L6 review 5 — the fourth instance, and the same class in the module next door	100	99	0	0	6	0	50	0	0	8
2784db58fef2	2026-07-31T15:31:45+02:00	L6 review 4 — the third instance of one defect class, one branch over	16	19	0	0	1	0	11	0	0	4
986faf392634	2026-07-31T13:48:03+02:00	L6 review 3 — the docstring outlived the rule it described	38	41	0	0	55	0	259	0	0	7
3ce150ec70b8	2026-07-31T13:28:55+02:00	L6 review 2 — the containment fix had traded one defect for two	62	55	0	0	62	0	33	0	0	9
ddf5cbfb5802	2026-07-31T13:08:40+02:00	L6 review — nine findings from the adversarial pass, and their fixes	67	147	0	0	37	0	128	0	0	9
b96d247ee415	2026-07-31T12:44:21+02:00	L6 — `pnk link`, the authoring command	259	571	0	0	139	0	17	10	0	13
b3165f23b5e3	2026-07-31T12:15:08+02:00	The open-corrections list, worked through	5	0	0	0	14	38	0	2	11	6
8ed065df0f33	2026-07-31T12:03:51+02:00	Fix the lint gate properly, having read its output this time	0	0	3	0	0	0	0	0	0	1
8df24c2aeec5	2026-07-31T12:03:23+02:00	Fix the lint gate I broke, and the reason I broke it	0	0	3	0	0	0	0	0	0	1
9d6fb0faa554	2026-07-31T12:02:34+02:00	Plan: an unambiguous correction list for the coder	0	0	0	0	0	116	0	0	0	1
074c88d0b356	2026-07-31T11:59:40+02:00	Plan: L6, L7 and L8 after an adversarial pass — seven HIGH	0	0	2	0	2	58	0	0	0	3
d9d492101ca0	2026-07-31T11:56:26+02:00	Docs: three claims about 0.5.0 that the release review falsified	0	0	0	0	11	0	9	0	0	4
d9e0d46b1c68	2026-07-31T11:48:10+02:00	Plan: decision 19's row still said L5c would build it	0	0	0	0	0	2	0	0	0	1
2ca1d6914222	2026-07-31T11:47:42+02:00	Plan: L5c is closed unbuilt — 0.5.0 already ships decision 19	0	0	0	0	0	45	0	0	0	1
e3ba8d3365ba	2026-07-31T11:45:38+02:00	Plan: L6 was not ready — it contradicted itself and what 0.5.0 shipped	0	0	0	0	0	51	0	0	0	1
2796581d2a9e	2026-07-31T11:44:35+02:00	Post-release sweep: a half-swept PyPI table, and a fourth breaking change	0	0	0	0	2	0	0	0	6	2
3ffda75cf94e	2026-07-31T11:29:53+02:00	Release 0.5.0 — the links release, interim cut	2	0	0	0	461	0	584	0	147	16
f2f8291b1772	2026-07-31T11:26:37+02:00	L5b verification re-run at 2c67e01, and a stale GUIDE example it caught	0	0	0	0	4	0	0	0	0	1
090f678fb8d0	2026-07-31T11:26:37+02:00	L5b: the shared parser was corrupting across documents, and four more	130	205	0	0	5	0	28	0	0	7
604608cafa23	2026-07-31T11:26:37+02:00	L5b verification: the ten steps, run	0	11	0	7	0	0	8	0	0	3
ed53c63916f2	2026-07-31T11:26:37+02:00	L5b: the exclusions were claims; pinning them found two more	0	146	0	0	12	0	22	6	0	7
27c3fdbbb6ef	2026-07-31T11:26:37+02:00	L5b: a reused anchor name is refused again, whatever the caller's filters say	24	40	0	0	2	0	14	0	0	7
94a159ec150e	2026-07-31T11:26:37+02:00	L5b after pass 7: two defects pass 6's own fix introduced, and a union escape	150	70	0	0	3	0	23	0	0	5
682c35a0f1e4	2026-07-31T11:26:37+02:00	L5b review: the exit criterion was the thing nobody ran	98	240	0	0	23	0	32	0	0	8
df3ca9b0a083	2026-07-31T11:26:37+02:00	L5b after the plan's pass 6: two real defects in code already committed	38	119	0	0	4	0	20	0	0	5
c012669588cf	2026-07-31T11:26:37+02:00	L5b docs: the deferral becomes a delivery, and a testable promise	0	0	0	14	92	0	0	14	0	8
5aba849b0372	2026-07-31T11:26:37+02:00	L5b: ruamel.yaml replaces pyyaml in the sidecar	409	749	18	0	0	0	59	0	0	20
3fed438738a8	2026-07-31T11:10:06+02:00	Plan: a doc's commands must be diffed, not just run	0	0	0	0	0	7	0	0	0	1
4a499fe37c83	2026-07-31T10:44:26+02:00	Plan: the shared YAML instance is a cross-document corruption bug	0	0	0	0	0	57	0	0	0	1
68f15a2bce91	2026-07-31T10:40:48+02:00	Plan: a stray `import yaml` would succeed on a real install, not fail	0	0	0	0	0	7	0	0	0	1
a3a1966c0c0c	2026-07-31T10:29:53+02:00	Plan: a missing trailing newline is added, and exclusions need pinning tests	0	0	0	0	0	11	0	0	0	1
b06c2b579ef3	2026-07-31T09:07:08+02:00	Plan: L5b after pass 7 — the self-link rebuild, and two defects pass 6 added	0	0	0	0	0	63	0	0	0	1
5fdb7d9c9e94	2026-07-31T08:53:41+02:00	"Plan: ""assign only when changed"" hides every reconciliation defect"	0	0	0	0	0	14	0	0	0	1
a3dcc2a7ba18	2026-07-31T08:44:01+02:00	Plan: L5b after pass 6 — seven HIGH, and a repeat offence	0	0	0	0	0	91	0	0	0	1
c0acc78ef88e	2026-07-31T08:41:12+02:00	Plan: the JSON check is one call on the union, and ValueError is unreachable	0	0	0	0	0	30	0	0	0	2
56916c89b8f1	2026-07-31T08:36:31+02:00	Plan: sequence deletion wipes comments, and the limitation covers sequences	0	0	0	0	0	38	0	0	0	1
de0b4630d72a	2026-07-31T08:27:57+02:00	Plan: L5b after pass 5 — seven HIGH, most inside pass 4's fix	0	0	0	0	0	94	0	0	0	2
1376ad097eaf	2026-07-31T08:15:25+02:00	Plan: tags entries carry comments too, and wholesale replacement kills them	0	0	0	0	0	22	0	0	0	1
009367086da8	2026-07-31T08:04:24+02:00	Plan: L5b after pass 4 — six HIGH, seam and L5c cleared	0	0	0	0	0	92	0	0	0	2
04e6e93a7746	2026-07-31T08:01:21+02:00	Plan: L5b after an independent review — five findings, one behavioural	0	0	0	0	0	46	0	0	0	2
ce1aca680bdd	2026-07-31T07:50:37+02:00	Plan: fix the split's seam — decision 26 belongs to L5b	0	0	0	0	2	187	0	0	0	3
6fa9e3ae9135	2026-07-31T07:46:38+02:00	Plan: split L5b into L5b and L5c, and flag it everywhere	0	0	0	0	2	238	0	0	0	3
f1f3c0d5068d	2026-07-31T07:39:24+02:00	Plan: L5b after pass 3 — 7 HIGH, one self-inflicted by the last commit	0	0	0	0	0	139	0	0	0	2
3d9a4176bf9a	2026-07-31T07:33:38+02:00	Plan: remove every ambiguity from L5b	0	0	0	0	0	90	0	0	0	1
9c8496cc3711	2026-07-31T07:29:10+02:00	Docs: name the audience and the goal before writing	0	0	0	0	17	6	0	4	0	3
9a5ae0af9909	2026-07-31T07:28:21+02:00	Compact the docs, and make compaction a convention	0	0	0	0	26	693	0	3	0	4
ee89b8fdada9	2026-07-31T07:23:42+02:00	Sweep decisions 19-27 for implications, and widen the rule that finds them	0	0	0	0	22	35	0	9	0	3
8b913d233807	2026-07-31T07:19:32+02:00	Plan: L5b revised after pass 2 — two decisions superseded	0	0	0	0	0	199	0	0	0	2
23d09dbad41e	2026-07-31T07:05:24+02:00	L5 review round 5: the precedence rule was freely reversible, suite green	2	67	0	0	8	0	13	0	0	6
8f94b1094a56	2026-07-31T06:59:13+02:00	Plan: L5b revised after adversarial review — 8 HIGH	0	0	0	0	0	291	0	0	0	2
56c4e1ea9098	2026-07-31T06:48:33+02:00	L5 review round 4: the round-3 fix reached one surface of two	44	39	0	0	25	0	23	0	0	11
5c3c933dfc05	2026-07-31T06:29:58+02:00	Plan: L5b, the ruamel.yaml swap, specified from measurement	0	0	0	0	0	211	0	0	0	2
e00f2edb9b36	2026-07-31T06:28:20+02:00	L5 review round 3: an assignment nobody asserted, and a substring that matched	37	83	0	0	22	0	30	0	0	9
c01d5dee5386	2026-07-31T06:02:44+02:00	Decision: adopt ruamel.yaml, superseding plan decision 18	0	0	0	0	0	140	0	0	0	2
f070003e99fe	2026-07-31T05:57:20+02:00	L5 review round 2: the direction fix was itself wrong at depth >= 2	75	163	0	0	18	0	19	0	0	15
3c94579b7dc1	2026-07-31T05:34:31+02:00	L5 review fixes: direction was backwards, and eight fields could be constants	251	471	0	0	39	0	49	0	0	15
cc10683c0c47	2026-07-31T05:09:47+02:00	L5: `pinakes_links` on the MCP surface	163	250	0	0	57	0	12	0	0	9
16b19411b716	2026-07-30T18:07:40+02:00	Review fixes: the response was half-capped, and the gate could not fail	213	210	76	12	17	0	76	0	0	10
e111c55a257e	2026-07-30T17:57:37+02:00	L4: the SQLite provider and `pnk links`	395	332	0	0	114	0	11	2	0	12
31d0a8e0147f	2026-07-30T17:45:49+02:00	L3: the bounded traversal core, pure	305	429	142	18	35	0	11	0	0	13
a686e21adaaa	2026-07-30T16:52:46+02:00	Review fixes: three partner-controlled inputs the scan trusted	169	150	0	0	9	0	69	0	0	8
7570a6908aa2	2026-07-30T16:38:18+02:00	L2: reverse-scan, kb_refs, and the deletes that keep inbound links true	669	679	0	0	87	0	15	0	0	11
816f3e3bd671	2026-07-29T08:48:04+02:00	Review fixes: the density gate did not gate the shape it was built for	0	171	117	6	21	2	59	5	0	11
feb0a19dce08	2026-07-29T08:25:27+02:00	L1: the partner corpus, sparse authored links, and the density gate	0	688	211	28	47	0	11	0	0	61
553c474c49fe	2026-07-29T07:49:41+02:00	Release 0.4.1	2	0	0	0	74	0	136	0	81	9
8ac208bd9bec	2026-07-29T07:47:58+02:00	Review fixes: the same broken sidecar still aborted an already-indexed corpus	106	141	0	0	15	0	47	0	0	10
5443884d9637	2026-07-29T07:28:19+02:00	Fix: a sidecar that will not parse is no longer replaced by a freshly minted one	81	165	0	0	7	0	55	0	0	8
3529d09405cc	2026-07-29T06:05:48+02:00	plans/links-and-graph.md: revised after adversarial pass 7, and the YAML question settled	0	0	0	0	0	266	11	0	0	2
fe234b917f21	2026-07-29T05:44:11+02:00	plans/links-and-graph.md: revised after adversarial pass 6	0	0	0	0	0	110	27	0	0	2
89216583e808	2026-07-29T05:41:12+02:00	Docs: 0.4.0's post-release sweep, and a CDN caveat for the rule	0	0	0	0	9	0	16	4	0	3
8da61297597d	2026-07-29T05:33:28+02:00	Release 0.4.0	2	0	0	0	109	0	349	0	264	16
3c19e03f348c	2026-07-29T05:30:33+02:00	I9 review: neighbourhood audit of the docs this increment touched	0	0	0	0	6	0	0	0	0	1
9c7b60515ba6	2026-07-29T05:28:44+02:00	I9 review: rows mapped from a test name rather than from the test	0	0	0	0	27	0	0	0	0	1
85db3d8a5346	2026-07-29T05:28:44+02:00	I9: the verification table, audited — and given a gate that reads it	0	279	0	57	238	9	62	0	0	12
15e6edc02f00	2026-07-29T05:28:09+02:00	Docs: a docs change audits its neighbourhood, not its diff	0	0	0	0	12	0	16	4	0	3
59804751cac8	2026-07-29T05:25:28+02:00	Docs: six claims 0.3.0 falsified, one of them about PyPI itself	0	0	0	0	18	0	28	8	0	6
4151bc488907	2026-07-29T05:09:21+02:00	plans/links-and-graph.md: revised after adversarial pass 5	0	0	0	0	0	120	37	0	0	2
d34f1d06fcaf	2026-07-29T05:05:09+02:00	I8 review: a health check that crashed on an unhealthy KB, and two more	82	67	0	0	0	0	37	0	0	6
49ede26fc73c	2026-07-29T04:58:16+02:00	I8: path:page citations on both surfaces, and pnk doctor's text yield	562	917	0	0	86	0	76	0	0	21
1d122e6c6d38	2026-07-29T04:51:35+02:00	plans/links-and-graph.md: revised after adversarial pass 4	0	0	0	0	0	254	38	0	0	2
176d083c64f5	2026-07-29T04:32:51+02:00	plans/links-and-graph.md: restructured after adversarial pass 3	0	0	0	0	0	938	38	0	0	2
f8fea1fb9405	2026-07-29T04:25:52+02:00	Docs: the landing checklist still pointed at CHANGELOG.md	0	0	0	0	18	0	17	0	0	2
9f7ed5c3481a	2026-07-29T04:20:24+02:00	Release 0.3.0 — the paid extraction release	2	60	57	0	172	0	150	0	357	10
bb4fa8668563	2026-07-29T04:12:07+02:00	plans/links-and-graph.md: rewritten after adversarial pass 2	0	0	0	0	0	988	83	0	0	3
f588f0346c7d	2026-07-29T04:07:07+02:00	Shared-file contention: remove the cause, report what remains	0	359	410	0	0	0	119	22	0	10
820728d9f29d	2026-07-29T03:46:55+02:00	Record four Claude-vision fixtures from the live API	29	1152	216	0	56	0	0	0	36	22
14fe2c37cd96	2026-07-29T03:40:35+02:00	plans/links-and-graph.md: rewritten after adversarial pass 1	0	0	0	0	0	858	0	0	74	2
3db965a85470	2026-07-29T03:40:17+02:00	Naming: the links release splits out of the graph release	4	0	0	0	47	0	0	3	0	12
13ce351cba85	2026-07-29T03:29:17+02:00	plans/graph-release.md: draft - NOT YET REVIEWED, do not implement from this	0	0	0	0	0	491	0	0	33	2
c99c8c56db25	2026-07-29T03:24:38+02:00	Eval: a multi-hop question is scored on its hops, not on its last query	38	133	0	0	30	0	0	0	37	7
6ebfdf4eaa0d	2026-07-29T03:22:21+02:00	The measurement run: what the live API actually says	42	20	0	0	59	0	0	0	14	6
3c24bc96e6d4	2026-07-29T03:09:32+02:00	Secrets: .env is gitignored, and pinakes still does not read it	0	0	0	0	38	0	0	5	0	4
c24e8c54c424	2026-07-29T03:00:55+02:00	Docs: write down the measurement run, with its steps and its euros	0	0	0	0	152	0	0	0	0	3
680ddc412c55	2026-07-29T02:56:33+02:00	I7c: the paid extraction cache is not disposable either	0	0	0	0	0	0	0	8	0	1
de990669c13e	2026-07-29T02:49:15+02:00	I7c review, pass 3: the audit had nowhere to be seen	151	114	0	0	11	0	0	0	0	9
e5f89f1a77cf	2026-07-29T02:43:43+02:00	I7c review, pass 2: the audit made the mistake it was written to avoid	20	36	0	0	23	0	0	0	0	5
8b7c8b0a1f1b	2026-07-29T02:39:54+02:00	I7c review: three mutation survivors, all the same shape	0	144	0	0	48	0	0	0	0	2
58d1b655e1e0	2026-07-29T02:34:51+02:00	I7c: on_exceed finally does something, and the flag scope is written down	68	65	0	0	52	0	0	0	33	7
3c83015094f9	2026-07-29T02:29:31+02:00	I7c (wip): --clear-cache prices what it is about to destroy	86	119	0	0	0	0	0	0	0	4
6ce1bd6647dd	2026-07-29T02:24:03+02:00	I7c (wip): the audit wired in, staging wired in, and their tests	116	266	0	0	0	0	0	0	0	4
6ff7b7021223	2026-07-29T02:16:54+02:00	Docs: the paid extractor is built, not a stub	0	0	0	0	15	0	0	0	18	4
76d40447eac4	2026-07-29T02:13:35+02:00	I7c (wip): the completeness audit, and the staging that stops re-payment	207	0	0	0	0	0	0	0	0	2
d14f1e29d59e	2026-07-29T01:05:16+02:00	Docs: pinakes is on PyPI — every install line says so	0	0	0	0	47	0	0	8	17	5
d72c69460445	2026-07-29T01:02:29+02:00	I7b review, pass 7: I had not actually run the [light] leg	6	0	0	0	12	0	0	0	0	2
32f9b3123b1e	2026-07-29T00:42:41+02:00	I7b review, pass 6 fix: a test that deleted a registry entry instead of restoring it	9	7	0	0	9	0	0	0	0	3
cc452f4fa5bf	2026-07-29T00:40:06+02:00	I7b review, pass 6: nothing drove `pnk sync` itself	0	85	0	0	9	0	0	0	0	2
b6461a507a54	2026-07-29T00:38:24+02:00	I7b review, pass 5: three named tests in the plan that had no implementation	18	109	0	0	11	0	0	0	0	3
ffb5e311ff98	2026-07-29T00:35:14+02:00	I7b review, pass 4: the fingerprint omitted the model it was keyed on	37	35	0	0	18	0	0	0	5	9
9f4ecc59efdf	2026-07-29T00:30:53+02:00	I7b review, pass 3: markdown emphasis rendered as asterisks in --help	4	15	0	0	8	0	0	0	0	3
f2a86f7cd185	2026-07-29T00:28:01+02:00	I7b review, pass 2: a key demanded for nothing, and two pieces of dead code	24	19	0	0	9	0	0	0	0	4
2ec8d28d1fc9	2026-07-29T00:25:36+02:00	I7b review: a reconciliation that reconciled nothing, and an escape hatch	56	57	0	0	60	0	0	0	9	4
4a9f239e99f9	2026-07-29T00:19:36+02:00	I7b: the two mutations that survived, and the tests that now catch them	0	49	0	0	0	0	0	0	0	1
8b7865f4be7c	2026-07-29T00:18:51+02:00	Convention: unbuilt work is named, never numbered	26	2	0	0	166	6	0	24	30	22
703bb4e8eb38	2026-07-29T00:15:41+02:00	I7b (wip): docs, and the release hold's reason expiring	0	0	0	0	53	0	0	0	39	4
2c77d522ab04	2026-07-29T00:13:25+02:00	I7b (wip): --estimate-only, and the confirmation that was config with no reader	148	102	0	0	0	0	0	0	0	5
23749da55876	2026-07-29T00:09:34+02:00	I7b (wip): sync builds the accountant, and the cache joins the ledger	47	39	0	0	0	0	0	0	0	4
1635b451e47f	2026-07-29T00:05:41+02:00	I7b (wip): the registry entry, the fixture set, and the branch suite	129	1089	0	0	0	0	0	0	0	21
5ad8b27ddab4	2026-07-28T23:54:10+02:00	I7b (wip): parse the allowlist independently of the gate under test	0	13	0	0	0	0	0	0	0	1
e270a24b165d	2026-07-28T23:53:49+02:00	I7b (wip): the Claude-vision extractor's implementation	863	22	0	0	0	0	0	0	0	6
7008391c4c74	2026-07-28T23:43:41+02:00	STATUS: re-argue the release hold on a premise that is still true	0	0	0	0	30	0	0	0	0	1
c441e8996bec	2026-07-28T23:39:38+02:00	CLAUDE.md: promote I6b's two ledger invariants	0	0	0	0	0	0	0	7	0	1
c641ff203d8c	2026-07-28T23:35:23+02:00	I6b review, pass 4: replace an estimated record size with the measured one	6	0	0	0	0	0	0	0	0	1
ad5319b19e4a	2026-07-28T23:33:57+02:00	I6b review, pass 3: a notice that described the wrong file	17	11	0	0	10	0	0	0	3	6
044ec3f70067	2026-07-28T23:31:39+02:00	I6b review, pass 2: a silent cap and a flag value that said the opposite	27	62	0	0	10	0	0	0	4	6
fb0211f5159d	2026-07-28T23:28:39+02:00	I6b review: an invariant opted out of one layer up, and three narrower holes	103	140	0	0	62	0	0	0	21	10
50c10c83826b	2026-07-28T23:20:21+02:00	I6b: budget I/O — the ledger, `pnk budget`, and hooks that cannot spend	1526	1591	0	0	164	0	0	0	45	28
